"","a","b","height","total_seg","hit/vp","under","over","area","hitrate","underrate","overrate","Seg_qualy","MIN","chm"
"182",0.09,0.02,4,14,"9 / 15",3,2,530.25,0.6,0.214285714285714,0.142857142857143,"0.6 @ 0.29",0.1,"CHM_1_3"
"183",0.09,0.03,4,14,"9 / 15",3,2,530.25,0.6,0.214285714285714,0.142857142857143,"0.6 @ 0.29",0.1,"CHM_1_3"
"184",0.09,0.04,4,14,"9 / 15",3,2,530.25,0.6,0.214285714285714,0.142857142857143,"0.6 @ 0.29",0.1,"CHM_1_3"
"185",0.09,0.05,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"186",0.09,0.06,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"187",0.09,0.07,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"188",0.09,0.08,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"189",0.09,0.09,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"190",0.09,0.1,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"191",0.1,0.01,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"192",0.1,0.02,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"193",0.1,0.03,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"194",0.1,0.04,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"195",0.1,0.05,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"196",0.1,0.06,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"197",0.1,0.07,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"198",0.1,0.08,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"199",0.1,0.09,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"200",0.1,0.1,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"201",0.01,0.01,4.5,708,"15 / 15",0,693,519.78125,1,0,0.978813559322034,"1 @ 0.49",0.1,"CHM_1_3"
"202",0.01,0.02,4.5,687,"15 / 15",0,672,520.0625,1,0,0.978165938864629,"1 @ 0.49",0.1,"CHM_1_3"
"203",0.01,0.03,4.5,665,"15 / 15",0,650,520.265625,1,0,0.977443609022556,"1 @ 0.49",0.1,"CHM_1_3"
"204",0.01,0.04,4.5,634,"15 / 15",0,619,520.109375,1,0,0.976340694006309,"1 @ 0.49",0.1,"CHM_1_3"
"205",0.01,0.05,4.5,615,"15 / 15",0,600,520.3125,1,0,0.975609756097561,"1 @ 0.49",0.1,"CHM_1_3"
"206",0.01,0.06,4.5,584,"15 / 15",0,569,519.90625,1,0,0.974315068493151,"1 @ 0.49",0.1,"CHM_1_3"
"207",0.01,0.07,4.5,565,"15 / 15",0,550,519.953125,1,0,0.973451327433628,"1 @ 0.49",0.1,"CHM_1_3"
"208",0.01,0.08,4.5,543,"15 / 15",0,528,520.0625,1,0,0.972375690607735,"1 @ 0.49",0.1,"CHM_1_3"
"209",0.01,0.09,4.5,523,"15 / 15",0,508,520.046875,1,0,0.97131931166348,"1 @ 0.49",0.1,"CHM_1_3"
"210",0.01,0.1,4.5,504,"15 / 15",0,489,520.03125,1,0,0.970238095238095,"1 @ 0.49",0.1,"CHM_1_3"
"211",0.02,0.01,4.5,301,"15 / 15",0,286,518.96875,1,0,0.950166112956811,"1 @ 0.48",0.1,"CHM_1_3"
"212",0.02,0.02,4.5,285,"15 / 15",0,270,518.953125,1,0,0.947368421052632,"1 @ 0.47",0.1,"CHM_1_3"
"213",0.02,0.03,4.5,268,"15 / 15",0,253,519.21875,1,0,0.944029850746269,"1 @ 0.47",0.1,"CHM_1_3"
"214",0.02,0.04,4.5,255,"15 / 15",0,240,519.40625,1,0,0.941176470588235,"1 @ 0.47",0.1,"CHM_1_3"
"215",0.02,0.05,4.5,241,"15 / 15",0,226,519.46875,1,0,0.937759336099585,"1 @ 0.47",0.1,"CHM_1_3"
"216",0.02,0.06,4.5,234,"15 / 15",0,219,519.453125,1,0,0.935897435897436,"1 @ 0.47",0.1,"CHM_1_3"
"217",0.02,0.07,4.5,222,"15 / 15",0,207,519.484375,1,0,0.932432432432432,"1 @ 0.47",0.1,"CHM_1_3"
"218",0.02,0.08,4.5,216,"15 / 15",0,201,519.546875,1,0,0.930555555555556,"1 @ 0.47",0.1,"CHM_1_3"
"219",0.02,0.09,4.5,207,"15 / 15",0,192,519.53125,1,0,0.927536231884058,"1 @ 0.46",0.1,"CHM_1_3"
"220",0.02,0.1,4.5,195,"15 / 15",0,180,519.75,1,0,0.923076923076923,"1 @ 0.46",0.1,"CHM_1_3"
"221",0.03,0.01,4.5,133,"13 / 15",1,119,520.5,0.866666666666667,0.0075187969924812,0.894736842105263,"0.87 @ 0.45",0.1,"CHM_1_3"
"222",0.03,0.02,4.5,132,"13 / 15",1,118,520.5,0.866666666666667,0.00757575757575758,0.893939393939394,"0.87 @ 0.45",0.1,"CHM_1_3"
"223",0.03,0.03,4.5,125,"13 / 15",1,111,520.828125,0.866666666666667,0.008,0.888,"0.87 @ 0.45",0.1,"CHM_1_3"
"224",0.03,0.04,4.5,120,"13 / 15",1,106,520.71875,0.866666666666667,0.00833333333333333,0.883333333333333,"0.87 @ 0.45",0.1,"CHM_1_3"
"225",0.03,0.05,4.5,115,"13 / 15",1,101,520.75,0.866666666666667,0.00869565217391304,0.878260869565217,"0.87 @ 0.45",0.1,"CHM_1_3"
"226",0.03,0.06,4.5,106,"13 / 15",1,92,520.75,0.866666666666667,0.00943396226415094,0.867924528301887,"0.87 @ 0.44",0.1,"CHM_1_3"
"227",0.03,0.07,4.5,102,"13 / 15",1,88,520.8125,0.866666666666667,0.00980392156862745,0.862745098039216,"0.87 @ 0.44",0.1,"CHM_1_3"
"228",0.03,0.08,4.5,97,"13 / 15",1,83,520.84375,0.866666666666667,0.0103092783505155,0.855670103092783,"0.87 @ 0.44",0.1,"CHM_1_3"
"229",0.03,0.09,4.5,95,"13 / 15",1,81,520.875,0.866666666666667,0.0105263157894737,0.852631578947368,"0.87 @ 0.44",0.1,"CHM_1_3"
"230",0.03,0.1,4.5,92,"13 / 15",1,78,520.890625,0.866666666666667,0.0108695652173913,0.847826086956522,"0.87 @ 0.43",0.1,"CHM_1_3"
"231",0.04,0.01,4.5,68,"13 / 15",1,54,521.296875,0.866666666666667,0.0147058823529412,0.794117647058823,"0.87 @ 0.41",0.1,"CHM_1_3"
"232",0.04,0.02,4.5,67,"13 / 15",1,53,521.28125,0.866666666666667,0.0149253731343284,0.791044776119403,"0.87 @ 0.41",0.1,"CHM_1_3"
"233",0.04,0.03,4.5,65,"13 / 15",1,51,521.3125,0.866666666666667,0.0153846153846154,0.784615384615385,"0.87 @ 0.41",0.1,"CHM_1_3"
"234",0.04,0.04,4.5,64,"13 / 15",1,50,521.3125,0.866666666666667,0.015625,0.78125,"0.87 @ 0.41",0.1,"CHM_1_3"
"235",0.04,0.05,4.5,63,"13 / 15",1,49,521.3125,0.866666666666667,0.0158730158730159,0.777777777777778,"0.87 @ 0.4",0.1,"CHM_1_3"
"236",0.04,0.06,4.5,60,"13 / 15",1,46,521.34375,0.866666666666667,0.0166666666666667,0.766666666666667,"0.87 @ 0.4",0.1,"CHM_1_3"
"237",0.04,0.07,4.5,60,"13 / 15",1,46,521.34375,0.866666666666667,0.0166666666666667,0.766666666666667,"0.87 @ 0.4",0.1,"CHM_1_3"
"238",0.04,0.08,4.5,57,"13 / 15",1,43,521.421875,0.866666666666667,0.0175438596491228,0.754385964912281,"0.87 @ 0.39",0.1,"CHM_1_3"
"239",0.04,0.09,4.5,57,"13 / 15",1,43,521.421875,0.866666666666667,0.0175438596491228,0.754385964912281,"0.87 @ 0.39",0.1,"CHM_1_3"
"240",0.04,0.1,4.5,56,"13 / 15",1,42,521.390625,0.866666666666667,0.0178571428571429,0.75,"0.87 @ 0.39",0.1,"CHM_1_3"
"241",0.05,0.01,4.5,48,"13 / 15",1,34,521.546875,0.866666666666667,0.0208333333333333,0.708333333333333,"0.87 @ 0.38",0.1,"CHM_1_3"
"242",0.05,0.02,4.5,47,"13 / 15",1,33,521.515625,0.866666666666667,0.0212765957446809,0.702127659574468,"0.87 @ 0.37",0.1,"CHM_1_3"
"243",0.05,0.03,4.5,46,"13 / 15",1,32,521.578125,0.866666666666667,0.0217391304347826,0.695652173913043,"0.87 @ 0.37",0.1,"CHM_1_3"
"244",0.05,0.04,4.5,44,"13 / 15",1,30,521.609375,0.866666666666667,0.0227272727272727,0.681818181818182,"0.87 @ 0.36",0.1,"CHM_1_3"
"245",0.05,0.05,4.5,44,"13 / 15",1,30,521.609375,0.866666666666667,0.0227272727272727,0.681818181818182,"0.87 @ 0.36",0.1,"CHM_1_3"
"246",0.05,0.06,4.5,43,"13 / 15",1,29,521.609375,0.866666666666667,0.0232558139534884,0.674418604651163,"0.87 @ 0.36",0.1,"CHM_1_3"
"247",0.05,0.07,4.5,40,"13 / 15",1,26,521.640625,0.866666666666667,0.025,0.65,"0.87 @ 0.35",0.1,"CHM_1_3"
"248",0.05,0.08,4.5,39,"13 / 15",1,25,521.640625,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.1,"CHM_1_3"
"249",0.05,0.09,4.5,39,"13 / 15",1,25,521.640625,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.1,"CHM_1_3"
"250",0.05,0.1,4.5,39,"13 / 15",1,25,521.640625,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.1,"CHM_1_3"
"251",0.06,0.01,4.5,31,"11 / 15",2,18,521.75,0.733333333333333,0.0645161290322581,0.580645161290323,"0.73 @ 0.35",0.1,"CHM_1_3"
"252",0.06,0.02,4.5,29,"11 / 15",2,16,521.75,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"253",0.06,0.03,4.5,29,"11 / 15",2,16,521.75,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"254",0.06,0.04,4.5,29,"11 / 15",2,16,521.75,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"255",0.06,0.05,4.5,29,"11 / 15",2,16,521.75,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"256",0.06,0.06,4.5,29,"11 / 15",2,16,521.75,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"257",0.06,0.07,4.5,29,"11 / 15",2,16,521.75,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"258",0.06,0.08,4.5,28,"11 / 15",2,15,521.75,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.1,"CHM_1_3"
"259",0.06,0.09,4.5,27,"11 / 15",2,14,521.75,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.1,"CHM_1_3"
"260",0.06,0.1,4.5,26,"11 / 15",2,13,521.796875,0.733333333333333,0.0769230769230769,0.5,"0.73 @ 0.33",0.1,"CHM_1_3"
"261",0.07,0.01,4.5,23,"11 / 15",2,10,521.8125,0.733333333333333,0.0869565217391304,0.434782608695652,"0.73 @ 0.3",0.1,"CHM_1_3"
"262",0.07,0.02,4.5,23,"11 / 15",2,10,521.8125,0.733333333333333,0.0869565217391304,0.434782608695652,"0.73 @ 0.3",0.1,"CHM_1_3"
"263",0.07,0.03,4.5,22,"11 / 15",2,9,521.8125,0.733333333333333,0.0909090909090909,0.409090909090909,"0.73 @ 0.3",0.1,"CHM_1_3"
"264",0.07,0.04,4.5,21,"11 / 15",2,8,521.84375,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.1,"CHM_1_3"
"265",0.07,0.05,4.5,21,"11 / 15",2,8,521.84375,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.1,"CHM_1_3"
"266",0.07,0.06,4.5,21,"11 / 15",2,8,521.84375,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.1,"CHM_1_3"
"267",0.07,0.07,4.5,20,"11 / 15",2,7,521.84375,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"CHM_1_3"
"268",0.07,0.08,4.5,20,"11 / 15",2,7,521.84375,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"CHM_1_3"
"269",0.07,0.09,4.5,20,"11 / 15",2,7,521.84375,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"CHM_1_3"
"270",0.07,0.1,4.5,19,"11 / 15",2,6,521.84375,0.733333333333333,0.105263157894737,0.315789473684211,"0.73 @ 0.26",0.1,"CHM_1_3"
"271",0.08,0.01,4.5,17,"9 / 15",3,5,521.9375,0.6,0.176470588235294,0.294117647058824,"0.6 @ 0.32",0.1,"CHM_1_3"
"272",0.08,0.02,4.5,16,"9 / 15",3,4,521.953125,0.6,0.1875,0.25,"0.6 @ 0.31",0.1,"CHM_1_3"
"273",0.08,0.03,4.5,16,"9 / 15",3,4,521.953125,0.6,0.1875,0.25,"0.6 @ 0.31",0.1,"CHM_1_3"
"274",0.08,0.04,4.5,15,"9 / 15",3,3,521.953125,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"275",0.08,0.05,4.5,15,"9 / 15",3,3,521.953125,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"276",0.08,0.06,4.5,15,"9 / 15",3,3,521.953125,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"277",0.08,0.07,4.5,15,"9 / 15",3,3,521.953125,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"278",0.08,0.08,4.5,15,"9 / 15",3,3,521.953125,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"279",0.08,0.09,4.5,15,"9 / 15",3,3,521.953125,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"280",0.08,0.1,4.5,15,"9 / 15",3,3,521.953125,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"281",0.09,0.01,4.5,14,"9 / 15",3,2,521.953125,0.6,0.214285714285714,0.142857142857143,"0.6 @ 0.29",0.1,"CHM_1_3"
"282",0.09,0.02,4.5,14,"9 / 15",3,2,521.953125,0.6,0.214285714285714,0.142857142857143,"0.6 @ 0.29",0.1,"CHM_1_3"
"283",0.09,0.03,4.5,14,"9 / 15",3,2,521.953125,0.6,0.214285714285714,0.142857142857143,"0.6 @ 0.29",0.1,"CHM_1_3"
"284",0.09,0.04,4.5,14,"9 / 15",3,2,521.953125,0.6,0.214285714285714,0.142857142857143,"0.6 @ 0.29",0.1,"CHM_1_3"
"285",0.09,0.05,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"286",0.09,0.06,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"287",0.09,0.07,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"288",0.09,0.08,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"289",0.09,0.09,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"290",0.09,0.1,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"291",0.1,0.01,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"292",0.1,0.02,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"293",0.1,0.03,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"294",0.1,0.04,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"295",0.1,0.05,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"296",0.1,0.06,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"297",0.1,0.07,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"298",0.1,0.08,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"299",0.1,0.09,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"300",0.1,0.1,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"301",0.01,0.01,5,706,"15 / 15",0,691,512.4375,1,0,0.978753541076487,"1 @ 0.49",0.1,"CHM_1_3"
"302",0.01,0.02,5,685,"15 / 15",0,670,512.71875,1,0,0.978102189781022,"1 @ 0.49",0.1,"CHM_1_3"
"303",0.01,0.03,5,663,"15 / 15",0,648,512.9375,1,0,0.97737556561086,"1 @ 0.49",0.1,"CHM_1_3"
"304",0.01,0.04,5,632,"15 / 15",0,617,512.8125,1,0,0.97626582278481,"1 @ 0.49",0.1,"CHM_1_3"
"305",0.01,0.05,5,613,"15 / 15",0,598,513.015625,1,0,0.975530179445351,"1 @ 0.49",0.1,"CHM_1_3"
"306",0.01,0.06,5,582,"15 / 15",0,567,512.59375,1,0,0.974226804123711,"1 @ 0.49",0.1,"CHM_1_3"
"307",0.01,0.07,5,563,"15 / 15",0,548,512.671875,1,0,0.97335701598579,"1 @ 0.49",0.1,"CHM_1_3"
"308",0.01,0.08,5,541,"15 / 15",0,526,512.765625,1,0,0.972273567467652,"1 @ 0.49",0.1,"CHM_1_3"
"309",0.01,0.09,5,521,"15 / 15",0,506,512.703125,1,0,0.971209213051823,"1 @ 0.49",0.1,"CHM_1_3"
"310",0.01,0.1,5,502,"15 / 15",0,487,512.640625,1,0,0.970119521912351,"1 @ 0.49",0.1,"CHM_1_3"
"311",0.02,0.01,5,299,"15 / 15",0,284,511.6875,1,0,0.949832775919732,"1 @ 0.47",0.1,"CHM_1_3"
"312",0.02,0.02,5,283,"15 / 15",0,268,511.53125,1,0,0.946996466431095,"1 @ 0.47",0.1,"CHM_1_3"
"313",0.02,0.03,5,266,"15 / 15",0,251,511.796875,1,0,0.943609022556391,"1 @ 0.47",0.1,"CHM_1_3"
"314",0.02,0.04,5,253,"15 / 15",0,238,511.96875,1,0,0.940711462450593,"1 @ 0.47",0.1,"CHM_1_3"
"315",0.02,0.05,5,239,"15 / 15",0,224,512.03125,1,0,0.937238493723849,"1 @ 0.47",0.1,"CHM_1_3"
"316",0.02,0.06,5,232,"15 / 15",0,217,512.015625,1,0,0.935344827586207,"1 @ 0.47",0.1,"CHM_1_3"
"317",0.02,0.07,5,220,"15 / 15",0,205,512.03125,1,0,0.931818181818182,"1 @ 0.47",0.1,"CHM_1_3"
"318",0.02,0.08,5,214,"15 / 15",0,199,512.078125,1,0,0.929906542056075,"1 @ 0.46",0.1,"CHM_1_3"
"319",0.02,0.09,5,206,"15 / 15",0,191,512.140625,1,0,0.927184466019418,"1 @ 0.46",0.1,"CHM_1_3"
"320",0.02,0.1,5,194,"15 / 15",0,179,512.359375,1,0,0.922680412371134,"1 @ 0.46",0.1,"CHM_1_3"
"321",0.03,0.01,5,131,"13 / 15",1,117,513.0625,0.866666666666667,0.00763358778625954,0.893129770992366,"0.87 @ 0.45",0.1,"CHM_1_3"
"322",0.03,0.02,5,130,"13 / 15",1,116,513.0625,0.866666666666667,0.00769230769230769,0.892307692307692,"0.87 @ 0.45",0.1,"CHM_1_3"
"323",0.03,0.03,5,124,"13 / 15",1,110,513.46875,0.866666666666667,0.00806451612903226,0.887096774193548,"0.87 @ 0.45",0.1,"CHM_1_3"
"324",0.03,0.04,5,119,"13 / 15",1,105,513.4375,0.866666666666667,0.00840336134453781,0.882352941176471,"0.87 @ 0.45",0.1,"CHM_1_3"
"325",0.03,0.05,5,114,"13 / 15",1,100,513.4375,0.866666666666667,0.0087719298245614,0.87719298245614,"0.87 @ 0.45",0.1,"CHM_1_3"
"326",0.03,0.06,5,105,"13 / 15",1,91,513.453125,0.866666666666667,0.00952380952380952,0.866666666666667,"0.87 @ 0.44",0.1,"CHM_1_3"
"327",0.03,0.07,5,101,"13 / 15",1,87,513.515625,0.866666666666667,0.0099009900990099,0.861386138613861,"0.87 @ 0.44",0.1,"CHM_1_3"
"328",0.03,0.08,5,96,"13 / 15",1,82,513.546875,0.866666666666667,0.0104166666666667,0.854166666666667,"0.87 @ 0.44",0.1,"CHM_1_3"
"329",0.03,0.09,5,94,"13 / 15",1,80,513.5625,0.866666666666667,0.0106382978723404,0.851063829787234,"0.87 @ 0.44",0.1,"CHM_1_3"
"330",0.03,0.1,5,91,"13 / 15",1,77,513.5625,0.866666666666667,0.010989010989011,0.846153846153846,"0.87 @ 0.43",0.1,"CHM_1_3"
"331",0.04,0.01,5,67,"13 / 15",1,53,513.984375,0.866666666666667,0.0149253731343284,0.791044776119403,"0.87 @ 0.41",0.1,"CHM_1_3"
"332",0.04,0.02,5,66,"13 / 15",1,52,513.96875,0.866666666666667,0.0151515151515152,0.787878787878788,"0.87 @ 0.41",0.1,"CHM_1_3"
"333",0.04,0.03,5,64,"13 / 15",1,50,513.984375,0.866666666666667,0.015625,0.78125,"0.87 @ 0.41",0.1,"CHM_1_3"
"334",0.04,0.04,5,63,"13 / 15",1,49,513.96875,0.866666666666667,0.0158730158730159,0.777777777777778,"0.87 @ 0.4",0.1,"CHM_1_3"
"335",0.04,0.05,5,62,"13 / 15",1,48,514,0.866666666666667,0.0161290322580645,0.774193548387097,"0.87 @ 0.4",0.1,"CHM_1_3"
"336",0.04,0.06,5,59,"13 / 15",1,45,514.046875,0.866666666666667,0.0169491525423729,0.76271186440678,"0.87 @ 0.4",0.1,"CHM_1_3"
"337",0.04,0.07,5,59,"13 / 15",1,45,514.046875,0.866666666666667,0.0169491525423729,0.76271186440678,"0.87 @ 0.4",0.1,"CHM_1_3"
"338",0.04,0.08,5,56,"13 / 15",1,42,514.109375,0.866666666666667,0.0178571428571429,0.75,"0.87 @ 0.39",0.1,"CHM_1_3"
"339",0.04,0.09,5,56,"13 / 15",1,42,514.109375,0.866666666666667,0.0178571428571429,0.75,"0.87 @ 0.39",0.1,"CHM_1_3"
"340",0.04,0.1,5,55,"13 / 15",1,41,514.09375,0.866666666666667,0.0181818181818182,0.745454545454545,"0.87 @ 0.39",0.1,"CHM_1_3"
"341",0.05,0.01,5,47,"13 / 15",1,33,514.265625,0.866666666666667,0.0212765957446809,0.702127659574468,"0.87 @ 0.37",0.1,"CHM_1_3"
"342",0.05,0.02,5,46,"13 / 15",1,32,514.25,0.866666666666667,0.0217391304347826,0.695652173913043,"0.87 @ 0.37",0.1,"CHM_1_3"
"343",0.05,0.03,5,45,"13 / 15",1,31,514.3125,0.866666666666667,0.0222222222222222,0.688888888888889,"0.87 @ 0.37",0.1,"CHM_1_3"
"344",0.05,0.04,5,43,"13 / 15",1,29,514.328125,0.866666666666667,0.0232558139534884,0.674418604651163,"0.87 @ 0.36",0.1,"CHM_1_3"
"345",0.05,0.05,5,43,"13 / 15",1,29,514.328125,0.866666666666667,0.0232558139534884,0.674418604651163,"0.87 @ 0.36",0.1,"CHM_1_3"
"346",0.05,0.06,5,42,"13 / 15",1,28,514.328125,0.866666666666667,0.0238095238095238,0.666666666666667,"0.87 @ 0.36",0.1,"CHM_1_3"
"347",0.05,0.07,5,39,"13 / 15",1,25,514.359375,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.1,"CHM_1_3"
"348",0.05,0.08,5,38,"13 / 15",1,24,514.34375,0.866666666666667,0.0263157894736842,0.631578947368421,"0.87 @ 0.34",0.1,"CHM_1_3"
"349",0.05,0.09,5,38,"13 / 15",1,24,514.34375,0.866666666666667,0.0263157894736842,0.631578947368421,"0.87 @ 0.34",0.1,"CHM_1_3"
"350",0.05,0.1,5,38,"13 / 15",1,24,514.34375,0.866666666666667,0.0263157894736842,0.631578947368421,"0.87 @ 0.34",0.1,"CHM_1_3"
"351",0.06,0.01,5,30,"11 / 15",2,17,514.46875,0.733333333333333,0.0666666666666667,0.566666666666667,"0.73 @ 0.35",0.1,"CHM_1_3"
"352",0.06,0.02,5,28,"11 / 15",2,15,514.46875,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.1,"CHM_1_3"
"353",0.06,0.03,5,28,"11 / 15",2,15,514.46875,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.1,"CHM_1_3"
"354",0.06,0.04,5,28,"11 / 15",2,15,514.46875,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.1,"CHM_1_3"
"355",0.06,0.05,5,28,"11 / 15",2,15,514.46875,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.1,"CHM_1_3"
"356",0.06,0.06,5,28,"11 / 15",2,15,514.46875,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.1,"CHM_1_3"
"357",0.06,0.07,5,28,"11 / 15",2,15,514.46875,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.1,"CHM_1_3"
"358",0.06,0.08,5,27,"11 / 15",2,14,514.46875,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.1,"CHM_1_3"
"359",0.06,0.09,5,27,"11 / 15",2,14,514.46875,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.1,"CHM_1_3"
"360",0.06,0.1,5,26,"11 / 15",2,13,514.5,0.733333333333333,0.0769230769230769,0.5,"0.73 @ 0.33",0.1,"CHM_1_3"
